arcog	Pathway	GeneID	Gene	COG	PFAM	CD	TIGR	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
534	arCOG01560	J	InfB	Translation initiation factor 2 (IF-2; GTPase)	COG00532	"pfam00009,pfam03144,pfam11987,pfam14578"	"cd01887,cd03703"	TIGR00491	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	2	1	0	1	0	1
535	arCOG01561	J	TEF1	"Translation elongation factor EF-1 alpha,  GTPase"	COG05256	"pfam00009,pfam03144,pfam03143"	"cd01883,cd03693,cd03705"	TIGR00483	1	0	2	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
536	arCOG01563	J	GCD11	"Translation initiation factor 2, gamma subunit eIF-2 gamma, GTPase"	COG05257	"pfam00009,pfam09173"	"cd01888,cd03688"	TIGR03680	1	1	1	0	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1
537	arCOG01564	J	SelB	Selenocysteine-specific translation elongation factor  or SelB-II domain	COG03276		cd03696	TIGR00475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	arCOG01565	F	NrnA	"nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs"	COG00618	pfam01368			1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
539	arCOG01568	M	MscS	Small-conductance mechanosensitive channel	COG00668	pfam00924			2	3	0	0	0	0	1	1	1	1	1	0	3	2	3	3	2	3	3	3	3	1	1	2	2	3	1	1	1	1	3	1	1	3	1	5	1	2	2	3	3	2	2	2	0	0
540	arCOG01572	S	-	Uncharacterized membrane protein					2	2	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
541	arCOG01574	J	Rrp42	"Exosome complex RNA-binding protein Rrp42, RNase PH superfamily"	COG02123	"pfam01138,pfam03725"	cd11365	TIGR01966	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
542	arCOG01575	J	Rph/Rrp42	Ribonuclease PH	COG00689	"pfam01138,pfam03725"	cd11366	TIGR02065	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
543	arCOG01576	P	ZntA	Cation transport ATPase	COG02217	"pfam00403,pfam00122,pfam00702"	"cd00371,cd01427"	"TIGR00003,TIGR01511"	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	arCOG01578	P	MgtA	Cation transport ATPase	COG00474	"pfam00690,pfam00122,pfam00702,pfam00689"		TIGR01647	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1	0	1	1	1	1
545	arCOG01580	K	-	"DNA-binding transcriptional regulator, Lrp family"	COG01522	"pfam13412,pfam01037"	cd00090		6	5	2	1	3	1	2	3	2	2	2	1	7	7	6	5	6	6	5	5	2	1	4	6	6	9	13	13	11	12	7	13	12	13	12	11	14	8	11	13	10	4	5	11	3	8
546	arCOG01588	E	LysW	Lysine biosynthesis protein LysW	SC.00278		cd13946		0	0	1	0	1	0	1	1	1	1	1	0	2	1	1	2	2	1	0	2	1	2	1	0	0	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	1	0
547	arCOG01589	H	RimK	Glutathione synthase/glutaminyl transferase/alpha-L-glutamate ligase	COG00189	pfam08443		TIGR02144	0	1	0	1	2	1	0	1	0	1	1	0	2	1	1	1	3	0	0	1	0	1	1	0	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	0	0	2	0	0	0
548	arCOG01594	E	CarB	Carbamoylphosphate synthase large subunit	COG00458	"pfam00289,pfam02786,pfam02787,pfam00289,pfam02786"		TIGR01369	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1
549	arCOG01601	C	PorB	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit"	COG01013	pfam02775	cd03376	TIGR02176	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0
550	arCOG01603	C	PorG	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit"	COG01014	pfam01558		TIGR02175	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
551	arCOG01604	C	PorD	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma and delta subunit"	COG01144	pfam14697		TIGR02179	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
552	arCOG01608	C	PorA	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit"	COG00674	"pfam01855,pfam02780"	cd07034	TIGR02176	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	2	0	0
553	arCOG01613	H	-	"Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)"	COG04032	pfam02776	cd07035	TIGR03845	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
554	arCOG01614	H	ComD	Sulfopyruvate decarboxylase alpha chain	COG00028	pfam02775	cd03372	TIGR03846	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
555	arCOG01616	J	GEK1	"D-aminoacyl-tRNA deacylase, involved in ethanol tolerance"	COG01650	pfam04414			0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1
556	arCOG01617	C	Tas	Aryl-alcohol dehydrogenase related enzyme	COG00667	pfam00248	cd06660	TIGR01293	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	arCOG01618	R	ARA1	"Aldo/keto reductase, related to diketogulonate reductase"	COG00656	pfam00248	cd06660	TIGR01293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558	arCOG01621	E	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	COG01063	"pfam08240,pfam00107"	cd08255	TIGR01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
559	arCOG01622	R	MviM	Predicted dehydrogenase	COG00673	"pfam01408,pfam02894"			0	2	3	1	3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	1	2	2	2	2	1	1	0	1	4	1	1	2	0	2	1	0	1
560	arCOG01631	O	-	Protein lysine SAM-dependent methyltransferase	COG00500	pfam08123			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	arCOG01637	R	-	SAM-dependent methyltransferase	COG00500				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
562	arCOG01640	J	GCD7	"Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain"	COG01601	pfam01873		TIGR00311	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1
563	arCOG01641	O	-	"Cold shock responsive RNA-binding protein, contains TRAM domain"	COG03269				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	arCOG01646	E	DAP2	Dipeptidyl aminopeptidase/acylaminoacyl-peptidase	COG01506	pfam07859	cd00312		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565	arCOG01647	E	-	Serine protease of the peptidase family S9A	COG01505	pfam00326			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	arCOG01648	R	MhpC	Alpha/beta superfamily hydrolase	COG00596	pfam12697		TIGR02427	0	0	0	0	0	0	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
567	arCOG01650	I	PldB	"Lysophospholipase, alpha-beta hydrolase superfamily"	COG02267	pfam12697		TIGR03695	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1
568	arCOG01651	R	-	Alpha/beta superfamily hydrolase	COG01073	pfam08538			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
569	arCOG01657	R	MhpC	Alpha/beta superfamily hydrolase	COG00596	pfam12697			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570	arCOG01663	V	RelE	Cytotoxic translational repressor of toxin-antitoxin stability system	COG02026	pfam05016			3	0	0	3	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	3	3	1	1	1	1	2	1	1	1	1	3	1	0	2	1	5	2	0	0	1	1
571	arCOG01665	V	RelE	Cytotoxic translational repressor of toxin-antitoxin stability system	COG02026	pfam05016			1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
572	arCOG01667	S	-	Zinc finger domain containing protein (CDGSH-type)	COG03369	pfam09360			0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	arCOG01671	H	UbiD	3-polyprenyl-4-hydroxybenzoate decarboxylase or related decarboxylase	COG00043	pfam01977		TIGR03701	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574	arCOG01674	C	AcyP	Acylphosphatase	COG01254	pfam00708			0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0
575	arCOG01676	H	ThiF	Dinucleotide-utilizing enzyme involved in molybdopterin and thiamine biosynthesis	COG00476	"pfam00899,pfam05237"	cd00757	TIGR02356	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	arCOG01681	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam01022	cd00090		0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1
577	arCOG01682	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam12840	cd00090		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
578	arCOG01683	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam01978	cd00090		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	arCOG01684	K	-	"Heat shock transcriptional regulator, ArsR family"	COG01777	pfam01022	"cd00090,cd00090"		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	arCOG01686	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam12840	cd00090		0	0	1	1	2	2	0	0	0	0	0	0	1	1	2	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
581	arCOG01687	K	ArsR	"Transcriptional regulator containing HTH domain, ArsR family"	COG00640	pfam12840	cd00090		0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
582	arCOG01690	R	-	"Predicted hydrocarbon binding protein, contains 4VR domain"	COG01719	pfam02830			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583	arCOG01695	J	-	"Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains"	COG01293	"pfam05833,pfam05670"			2	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
584	arCOG01696	G	ApgM	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	COG03635	pfam01676		TIGR00306	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	2	1	1	0	1	0	1	1	0
585	arCOG01697	C	AcnA	Aconitase A	COG01048	"pfam00330,pfam00694"	"cd01586,cd01580"	TIGR01341	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	arCOG01698	E	LeuC	Homoaconitate hydratase/3-isopropylmalate dehydratase large subunit family protein	COG00065	pfam00330	cd01583	TIGR02086	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587	arCOG01700	E	SpeB	Arginase family enzyme	COG00010	pfam00491	cd11593	TIGR01230	1	3	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
588	arCOG01701	J	SEN2	tRNA splicing endonuclease	COG01676	"pfam02778,pfam01974"		TIGR00324	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
589	arCOG01703	H	UbiX	3-polyprenyl-4-hydroxybenzoate decarboxylase	COG00163	pfam02441		TIGR00421	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590	arCOG01706	C	AceF	"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component or related enzyme"	COG00508	pfam00198		TIGR01349	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	arCOG01711	C	Ppa	Inorganic pyrophosphatase	COG00221	pfam00719	cd00412		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	arCOG01715	O	SufB	Cysteine desulfurase activator SufB	COG00719	pfam01458		TIGR01981	0	1	0	2	2	3	2	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593	arCOG01717	J	GatA	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	COG00154	pfam01425		TIGR00132	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594	arCOG01718	J	GatB	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	COG00064	"pfam02934,pfam02637"		TIGR00133	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	arCOG01719	J	GatE	Archaeal Glu-tRNAGln amidotransferase subunit E (contains GAD domain)	COG02511	"pfam02934,pfam02637"		TIGR00134	1	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	2	1	2	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	3	0	2	0	0	1	1	1	1	1	1
596	arCOG01722	J	RpsM	Ribosomal protein S13	COG00099	pfam00416		TIGR03629	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
597	arCOG01723	F	CyaB	"Adenylate cyclase, class 2 (thermophilic)"	COG01437	pfam01928	cd07890	TIGR00318	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598	arCOG01726	H	IspA	Geranylgeranyl pyrophosphate synthase	COG00142	pfam00348	cd00685	TIGR02748	1	0	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0
599	arCOG01728	R	Mho1	"Predicted class III extradiol dioxygenase, MEMO1 family"	COG01355	pfam01875	cd07361	TIGR04336	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
600	arCOG01731	V	NorM	Na+-driven multidrug efflux pump	COG00534	"pfam01554,pfam01554"	cd13137	TIGR00797	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	arCOG01736	J	LigT	2'-5' RNA ligase	COG01514	pfam13563		TIGR02258	1	2	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1
602	arCOG01739	U	LepB	Signal peptidase I	COG00681	pfam00717	cd06530	TIGR02228	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
603	arCOG01740	U	LepB	Signal peptidase I	COG00681	pfam00717	cd06462	TIGR02228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	arCOG01741	J	PelA	Release factor eRF1	COG01537	"pfam03463,pfam03464,pfam03465"		TIGR00111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	3	1	1	1
605	arCOG01742	J	eRF1	Peptide chain release factor eRF1	COG01503	"pfam03463,pfam03464,pfam03465"		TIGR03676	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1
606	arCOG01744	R	-	"Membrane-bound metal-dependent hydrolase YbcI, DUF457 family"	COG01988	pfam04307			2	0	2	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	2	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1
607	arCOG01747	F	PurB	Adenylosuccinate lyase	COG00015	"pfam00206,pfam10397"	cd01360	TIGR00928	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1
608	arCOG01748	E	ArgH	Argininosuccinate lyase	COG00165	pfam00206	cd01359	TIGR00838	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1
609	arCOG01751	J	Rpl7Ae	Ribosomal protein L7AE	COG01358	pfam01248		TIGR03677	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
610	arCOG01752	J	RPL30	Ribosomal protein L30E	COG01911	pfam01248			0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611	arCOG01753	K	Ssh10b	Archaeal DNA-binding protein Alba	COG01581	pfam01918		TIGR00285	1	0	1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1
612	arCOG01754	H	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	COG00111	pfam00389	cd05303	TIGR01327	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	2	0	1	2
613	arCOG01755	C	LdhA	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	COG01052	pfam00389	cd05301	TIGR01327	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614	arCOG01758	J	RpsJ	Ribosomal protein S10	COG00051	pfam00338		TIGR01046	1	0	0	2	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
615	arCOG01759	L	-	"Bifunctional nuclease, with DNase and RNase activity"	COG01259	pfam02577			0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616	arCOG01760	K	NusA	Transcription elongation factor	COG00195		"cd02134,cd02134"	TIGR01952	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
617	arCOG01761	K	NusA	Transcription elongation factor	COG00195	pfam13184			1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0
618	arCOG01762	K	RpoB/Rpo2	DNA-directed RNA polymerase subunit B	COG00085	"pfam04563,pfam04565,pfam04566,pfam04567,pfam00562,pfam04560"	cd00653	TIGR03670	2	1	0	0	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	1	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2
619	arCOG01764	K	SPT15	"TATA-box binding protein (TBP), component of TFIID and TFIIB"	COG02101	"pfam00352,pfam00352"	cd04518		1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	2	1	1	1
620	arCOG01767	I	PksG	3-hydroxy-3-methylglutaryl CoA synthase	COG03425	"pfam08545,pfam08541"	cd00827	TIGR00748	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	2	0	1	1	1	0	0	2	1	1	0
